claim_outback_desc;The Outback has throughout it's history been a sparsely populated region in southern Africa. Considering it's strategic importance we should take steps towards establishing rule over it.;;;;;;;;;;;;
rename_soutback_SCO_title;Renaming the Outback;;;;;;;;;;;;
rename_soutback_SCO_desc;Now that we own the southern Outback we can introduce new names.;;;;;;;;;;;;
rename_noutback_SCO_title;Renaming the Outback;;;;;;;;;;;;
rename_noutback_SCO_desc;Now that we own the northern Outback we can introduce new names.;;;;;;;;;;;;
prepare_oceanian_union_title;Lay foundations for Union;;;;;;;;;;;;
prepare_oceanian_union_desc;The war for Drummonder independence is over and we came out together as victors! Pharlaimint representatives in Concobhar have already laid the groundwork for unification before the war even began. Hence, we must now work out the groundwork's points with Drummond in order to write a new constitution and lay the foundations for unification.;;;;;;;;;;;;
preparing_oceania_title;Hibernian call for union;;;;;;;;;;;;
preparing_oceania_desc;The Hibernian delegation from Concobhar has arrived in Drummond in order to work out the points of their groundwork for unification. Accepting their demands will bring us closer towards union.;;;;;;;;;;;;
preparing_oceania_option1;Of course we accept!;;;;;;;;;;;;
preparing_oceania_option2;No cooperation with the Fenians!;;;;;;;;;;;;
form_oceanian_union_title;The Act of Union;;;;;;;;;;;;
form_oceanian_union_desc;After writing a new constitution with Drummonder representatives while also uniting our finances and military we're just one thing short off being done. We shall meet once more in Drummond and together with their parliament pass the Act of Union, ratifying the unification of Oceania.;;;;;;;;;;;;
OCN_limpopo_push_title;Sign the Frontier Expansion Act;;;;;;;;;;;;
OCN_limpopo_push_desc;The Parliament of Oceania discussed the means of which the nation will expand for a lengthy time by now. Wanting to utilise the ever growing manpower and industrial might of Oceania, the Parliamentary representatives have thus put forth the Frontier Expansion Act. The act would lay claim to the lands reaching up to the Limpopo river and would allow for future occupation and settlement of the region.;;;;;;;;;;;;
OCN_northern_push_title;The Northern Frontier;;;;;;;;;;;;
OCN_northern_push_desc;Oceanian resources and manpower are plentiful and shall therefore be put to use. The Parliament of Oceania will therefore pass a bill allowing for colonisation and settlement of the frontier north of our country!;;;;;;;;;;;;
OCN_claim_outback_title;The Outback Frontier;;;;;;;;;;;;
OCN_claim_outback_desc;The Oceanian Parliament has already allowed for the settlement of the lands up north which have been succesfully colonised. Now a bill shall be passed which will lay claim to the strategically important northwestern Outback region and shall furthermore allow for additional northern settlement.;;;;;;;;;;;;
develop_ellon_title;Develop the Ellon valley;;;;;;;;;;;;
develop_ellon_desc;The Ellon valley situated on the northern coast of the Outback has very favorable terrain for settlement and development. If we are to direct more resources to it we can turn the valley into a valuable region for trade, serving as the first outposts for European merchants when they arrive in our nation.;;;;;;;;;;;;
zambezi_boundary_title;Securing the Zambezi;;;;;;;;;;;;
zambezi_boundary_desc;The Union has asserted itself as a hegemon over the African continent and a highly important nation on the world stage. To further back this claim the Parliament of Oceania shall pass "The Last Expansion Act", laying claim to additional large swathes of land on the African continent. The goal of the act is to secure a large resource rich area for further settlement around the boundaries of the Zambezi river.;;;;;;;;;;;;
tensions_heid_title;Rising tensions in Rubha Ùr;;;;;;;;;;;;
tensions_heid_desc;Ever since rumors of Heidtoun's plan to consolidate rule over Drummond broke out, anti-colonial sentiment started growing exponentially in the colony of Rubha Ùr. The local Scots no longer feel attached to the European colonial power which is now viewed as an exploiter by them. Local militias such as the "Caledonian Front" are springing up across the colony causing even more chaos and drawing the attention of Edinburgh. Everything is pointing towards a regional standoff and if we are to achieve our union with Drummond we must prepare for war with Scotland.;;;;;;;;;;;; 
tensions_heid_option1;War will return, Sooner than we think;;;;;;;;;;;;
OCN_move_capital_title;A capital for our Nation;;;;;;;;;;;;
OCN_move_capital_desc;Though our government is situated well enough as it is, perhaps a new location would be more fitting for our new situation?;;;;;;;;;;;;
